6, 12, pa1-unknown-j-empivot.txt
  178.02,   213.69,   244.10
  170.32,   231.73,   289.58
  162.55,   249.53,   335.10
  214.80,   229.63,   244.90
  207.40,   247.56,   289.82
  199.93,   265.27,   334.77
  157.48,   209.57,   169.44
  126.50,   223.78,   131.81
   95.91,   236.86,    96.47
  187.88,   226.62,   151.35
  157.04,   240.76,   113.84
  126.83,   253.48,    78.63
  215.41,   235.78,   240.22
  242.18,   266.72,   268.35
  268.93,   297.63,   296.09
  245.31,   233.67,   215.67
  272.09,   264.47,   243.84
  298.80,   295.20,   271.52
  188.93,   176.80,   153.65
  175.44,   169.81,   104.85
  161.58,   162.31,    57.47
  192.09,   216.91,   146.89
  178.71,   209.68,    98.66
  165.32,   201.08,    52.18
  239.46,   203.52,   242.59
  281.78,   193.62,   270.31
  323.92,   183.93,   297.20
  252.95,   182.72,   212.69
  295.21,   172.81,   240.48
  337.26,   163.05,   267.24
  165.34,   237.06,   212.64
  132.93,   258.64,   243.10
   99.94,   280.26,   275.03
  178.31,   213.32,   244.38
  145.91,   234.88,   274.39
  113.05,   256.57,   305.70
  164.41,   225.99,   167.09
  131.87,   260.51,   151.12
   99.38,   294.07,   137.29
  177.93,   250.48,   196.14
  145.25,   285.25,   180.03
  112.45,   319.37,   166.01
  195.37,   181.59,   249.40
  192.51,   179.12,   299.99
  189.21,   176.67,   350.23
  207.61,   219.79,   250.52
  205.06,   216.99,   300.89
  202.15,   214.15,   351.02
  157.41,   189.52,   173.02
  123.23,   184.77,   135.12
   88.89,   179.53,    99.28
  181.56,   208.92,   148.43
  147.31,   204.29,   110.83
  113.06,   199.02,    75.49
  216.89,   205.40,   252.96
  232.73,   224.81,   296.16
  248.64,   244.09,   338.86
  222.43,   240.40,   233.17
  238.45,   259.56,   276.43
  254.47,   278.80,   319.27
  200.96,   222.46,   147.94
  212.08,   226.07,   100.21
  223.34,   227.84,    52.82
  228.89,   193.67,   154.20
  239.75,   197.43,   105.74
  250.57,   199.75,    57.00
  223.50,   223.57,   245.96
  241.91,   223.76,   293.69
  260.18,   224.08,   340.78
  220.97,   183.64,   249.34
  239.07,   184.16,   297.06
  257.02,   184.64,   344.01
