8, 8, 27, 125, pa2-unknown-j-calreadings.txt
    9.69,    13.02, -1499.91
    8.72,    11.72, -1349.92
    9.25,   163.02, -1498.61
    8.29,   161.72, -1348.62
  159.69,    13.45, -1498.94
  158.72,    12.15, -1348.95
  159.25,   163.45, -1497.64
  158.28,   162.14, -1347.65
  108.53,   112.49, -1398.22
  107.89,   115.33, -1148.24
  115.02,   362.39, -1401.04
  114.37,   365.23, -1151.06
  358.44,   106.01, -1397.50
  357.80,   108.85, -1147.52
  364.93,   355.91, -1400.33
  364.29,   358.75, -1150.34
   99.21,    99.24,    99.38
  101.06,    98.60,   221.71
  101.74,   102.04,   347.76
  103.21,   226.19,    97.99
  105.61,   225.42,   221.66
  106.69,   229.79,   348.02
  109.85,   349.64,    96.47
  110.57,   352.37,   223.78
  108.84,   356.87,   350.03
  222.87,    98.31,    99.49
  223.84,    98.96,   221.68
  226.11,   100.38,   347.19
  226.45,   223.97,    98.85
  227.19,   223.01,   221.21
  229.01,   225.73,   347.93
  234.31,   345.08,    95.86
  234.07,   346.50,   221.92
  233.10,   351.83,   349.00
  349.88,    96.14,   100.11
  349.84,    98.92,   224.85
  351.53,    99.27,   347.50
  355.10,   218.18,   100.44
  353.57,   221.29,   223.42
  353.47,   220.70,   344.93
  357.48,   342.84,    95.63
  357.69,   343.79,   219.61
  358.53,   345.22,   343.03
   10.57,    14.94, -1499.89
    9.52,    13.45, -1349.90
   10.42,   164.93, -1498.40
    9.36,   163.44, -1348.41
  160.57,    15.09, -1498.83
  159.51,    13.59, -1348.84
  160.41,   165.08, -1497.34
  159.35,   163.59, -1347.35
  106.88,   114.53, -1271.95
  107.43,   112.65, -1021.96
  111.68,   364.48, -1270.09
  112.23,   362.59, -1020.09
  356.83,   109.73, -1272.55
  357.39,   107.85, -1022.55
  361.63,   359.68, -1270.68
  362.19,   357.80, -1020.69
   98.70,    97.74,   222.57
   99.85,    98.88,   348.94
   99.71,   101.39,   475.31
  102.72,   224.61,   224.81
  104.02,   226.54,   351.40
  104.60,   229.07,   477.94
  106.16,   351.88,   229.04
  105.24,   353.74,   355.21
  105.51,   354.90,   479.47
  221.90,    99.02,   222.26
  224.53,    98.48,   347.38
  225.90,    99.49,   473.91
  223.90,   223.14,   223.80
  226.39,   223.82,   350.58
  228.69,   226.30,   477.69
  229.83,   346.98,   226.90
  229.09,   350.18,   353.55
  230.19,   353.12,   478.27
  347.56,    99.93,   224.18
  349.76,    98.23,   347.10
  352.97,    97.53,   471.12
  350.02,   222.61,   225.04
  350.86,   220.04,   346.67
  352.73,   219.86,   470.65
  353.47,   345.43,   223.42
  354.95,   344.39,   347.21
  355.73,   345.43,   471.75
  -14.92,    -7.51, -1499.91
  -13.43,    -6.76, -1349.92
  -14.64,   142.49, -1500.66
  -13.14,   143.24, -1350.67
  135.07,    -7.80, -1501.40
  136.56,    -7.05, -1351.41
  135.36,   142.20, -1502.15
  136.85,   142.95, -1352.16
   89.98,    94.13, -1151.29
   88.97,    97.32,  -901.32
   94.78,   344.06, -1154.46
   93.78,   347.25,  -904.49
  339.93,    89.33, -1150.23
  338.93,    92.52,  -900.25
  344.73,   339.27, -1153.40
  343.73,   342.46,  -903.42
