8, 8, 27, 125, pa2-debug-a-calreadings.txt
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
   98.47,    98.49, -1398.74
   98.67,    91.68, -1148.83
   94.48,   348.36, -1391.92
   94.67,   341.55, -1142.01
  348.44,   102.48, -1398.83
  348.63,    95.67, -1148.92
  344.44,   352.36, -1392.01
  344.64,   345.55, -1142.10
   98.47,    98.49,   101.26
   98.57,    95.08,   226.22
   98.67,    91.68,   351.17
   96.47,   223.43,   104.67
   96.57,   220.02,   229.62
   96.67,   216.61,   354.58
   94.48,   348.36,   108.08
   94.58,   344.96,   233.03
   94.67,   341.55,   357.99
  223.45,   100.49,   101.22
  223.55,    97.08,   226.17
  223.65,    93.67,   351.13
  221.46,   225.42,   104.63
  221.56,   222.02,   229.58
  221.65,   218.61,   354.53
  219.46,   350.36,   108.03
  219.56,   346.96,   232.99
  219.66,   343.55,   357.94
  348.44,   102.48,   101.17
  348.54,    99.08,   226.13
  348.63,    95.67,   351.08
  346.44,   227.42,   104.58
  346.54,   224.02,   229.54
  346.64,   220.61,   354.49
  344.44,   352.36,   107.99
  344.54,   348.95,   232.94
  344.64,   345.55,   357.90
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  100.70,    98.50, -1276.62
  102.75,   101.15, -1026.64
  102.94,   348.47, -1279.29
  104.98,   351.12, -1029.31
  350.68,    96.24, -1278.64
  352.73,    98.89, -1028.67
  352.92,   346.21, -1281.31
  354.97,   348.86, -1031.34
  100.70,    98.50,   223.38
  101.72,    99.82,   348.37
  102.75,   101.15,   473.36
  101.82,   223.48,   222.04
  102.84,   224.81,   347.03
  103.87,   226.14,   472.02
  102.94,   348.47,   220.71
  103.96,   349.80,   345.70
  104.98,   351.12,   470.69
  225.69,    97.37,   222.37
  226.72,    98.69,   347.36
  227.74,   100.02,   472.34
  226.81,   222.35,   221.03
  227.83,   223.68,   346.02
  228.86,   225.01,   471.01
  227.93,   347.34,   219.70
  228.95,   348.67,   344.69
  229.98,   349.99,   469.67
  350.68,    96.24,   221.36
  351.71,    97.56,   346.35
  352.73,    98.89,   471.33
  351.80,   221.22,   220.02
  352.82,   222.55,   345.01
  353.85,   223.88,   470.00
  352.92,   346.21,   218.69
  353.94,   347.54,   343.67
  354.97,   348.86,   468.66
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
   98.50,    98.55, -1150.08
   94.72,    99.69,  -900.11
  103.21,   348.50, -1151.15
   99.43,   349.65,  -901.18
  348.43,    93.85, -1146.28
  344.64,    95.00,  -896.31
  353.14,   343.81, -1147.35
  349.36,   344.95,  -897.38
   98.50,    98.55,   349.92
   96.61,    99.12,   474.90
   94.72,    99.69,   599.89
  100.86,   223.53,   349.38
   98.97,   224.10,   474.37
   97.07,   224.67,   599.35
  103.21,   348.50,   348.85
  101.32,   349.07,   473.83
   99.43,   349.65,   598.82
  223.46,    96.20,   351.82
  221.57,    96.77,   476.81
  219.68,    97.34,   601.79
  225.82,   221.18,   351.29
  223.93,   221.75,   476.27
  222.04,   222.32,   601.25
  228.18,   346.15,   350.75
  226.29,   346.73,   475.73
  224.39,   347.30,   600.72
  348.43,    93.85,   353.72
  346.54,    94.42,   478.71
  344.64,    95.00,   603.69
  350.78,   218.83,   353.19
  348.89,   219.40,   478.17
  347.00,   219.97,   603.16
  353.14,   343.81,   352.65
  351.25,   344.38,   477.64
  349.36,   344.95,   602.62
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
   99.93,    98.82, -1023.61
  105.40,   103.24,  -773.71
   95.65,   348.74, -1027.94
  101.13,   353.16,  -778.04
  349.83,   103.00, -1029.16
  355.31,   107.42,  -779.26
  345.56,   352.92, -1033.49
  351.03,   357.34,  -783.59
   99.93,    98.82,   476.39
  102.67,   101.03,   601.34
  105.40,   103.24,   726.29
   97.79,   223.78,   474.22
  100.53,   225.99,   599.18
  103.26,   228.20,   724.13
   95.65,   348.74,   472.06
   98.39,   350.95,   597.01
  101.13,   353.16,   721.96
  224.88,   100.91,   473.62
  227.62,   103.12,   598.57
  230.35,   105.33,   723.52
  222.74,   225.87,   471.45
  225.48,   228.08,   596.40
  228.22,   230.29,   721.35
  220.60,   350.83,   469.29
  223.34,   353.04,   594.24
  226.08,   355.25,   719.19
  349.83,   103.00,   470.84
  352.57,   105.21,   595.79
  355.31,   107.42,   720.74
  347.69,   227.96,   468.68
  350.43,   230.17,   593.63
  353.17,   232.38,   718.58
  345.56,   352.92,   466.51
  348.29,   355.13,   591.46
  351.03,   357.34,   716.41
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
   98.11,   100.63,  -900.11
  101.33,   102.65,  -650.14
  101.99,   350.59,  -902.19
  105.21,   352.61,  -652.22
  348.06,    96.72,  -903.30
  351.28,    98.74,  -653.33
  351.94,   346.68,  -905.37
  355.16,   348.71,  -655.40
   98.11,   100.63,   599.89
   99.72,   101.64,   724.87
  101.33,   102.65,   849.86
  100.05,   225.61,   598.85
  101.66,   226.62,   723.83
  103.27,   227.63,   848.82
  101.99,   350.59,   597.81
  103.60,   351.60,   722.80
  105.21,   352.61,   847.78
  223.08,    98.67,   598.29
  224.69,    99.69,   723.28
  226.30,   100.70,   848.26
  225.03,   223.66,   597.26
  226.63,   224.67,   722.24
  228.24,   225.68,   847.23
  226.97,   348.64,   596.22
  228.57,   349.65,   721.21
  230.18,   350.66,   846.19
  348.06,    96.72,   596.70
  349.67,    97.73,   721.69
  351.28,    98.74,   846.67
  350.00,   221.70,   595.66
  351.61,   222.71,   720.65
  353.22,   223.72,   845.64
  351.94,   346.68,   594.63
  353.55,   347.69,   719.61
  355.16,   348.71,   844.60
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
   99.45,   226.67, -1398.35
   96.08,   222.09, -1148.41
  100.41,   476.63, -1393.76
   97.04,   472.05, -1143.82
  349.42,   225.64, -1395.00
  346.06,   221.06, -1145.07
  350.39,   475.60, -1390.41
  347.02,   471.02, -1140.47
   99.45,   226.67,   101.65
   97.76,   224.38,   226.62
   96.08,   222.09,   351.59
   99.93,   351.65,   103.95
   98.25,   349.36,   228.91
   96.56,   347.07,   353.88
  100.41,   476.63,   106.24
   98.73,   474.34,   231.21
   97.04,   472.05,   356.18
  224.43,   226.16,   103.32
  222.75,   223.87,   228.29
  221.07,   221.58,   353.26
  224.92,   351.13,   105.62
  223.23,   348.85,   230.59
  221.55,   346.56,   355.56
  225.40,   476.11,   107.92
  223.72,   473.82,   232.88
  222.03,   471.53,   357.85
  349.42,   225.64,   105.00
  347.74,   223.35,   229.97
  346.06,   221.06,   354.93
  349.90,   350.62,   107.29
  348.22,   348.33,   232.26
  346.54,   346.04,   357.23
  350.39,   475.60,   109.59
  348.70,   473.31,   234.56
  347.02,   471.02,   359.53
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
