6,4,pa2-debug-a-EM-nav.txt
  358.21,   360.26,   315.97
  314.95,   367.20,   340.07
  271.69,   374.13,   364.16
  375.27,   348.19,   350.07
  332.01,   355.12,   374.17
  288.75,   362.05,   398.27
  517.59,   352.92,   320.61
  566.67,   352.90,   311.10
  615.76,   352.89,   301.58
  510.81,   334.61,   285.70
  559.90,   334.60,   276.18
  608.99,   334.59,   266.67
  330.72,   491.23,   231.63
  311.12,   524.21,   199.57
  291.52,   557.20,   167.51
  324.40,   516.76,   261.77
  304.80,   549.75,   229.71
  285.20,   582.73,   197.65
  441.43,   374.51,   318.68
  423.72,   420.87,   324.78
  406.01,   467.23,   330.88
  456.27,   384.87,   283.01
  438.56,   431.23,   289.11
  420.85,   477.59,   295.21
