6,6,pa2-unknown-g-em-fiducialss.txt
  640.06,   468.64,   483.24
  689.31,   471.05,   499.95
  738.26,   474.22,   517.14
  652.14,   446.06,   452.13
  701.63,   448.19,   468.87
  750.70,   451.09,   486.10
  429.16,   509.83,   262.69
  441.40,   531.36,   219.37
  454.03,   552.85,   176.26
  455.52,   532.74,   281.22
  467.98,   554.21,   238.05
  480.77,   575.58,   195.13
  554.94,   501.61,   408.90
  574.26,   533.12,   375.64
  593.51,   564.77,   342.68
  550.54,   474.11,   380.53
  569.63,   505.65,   347.11
  588.75,   537.39,   314.00
  533.73,   413.27,   250.97
  551.55,   431.50,   208.06
  569.79,   450.03,   165.48
  557.58,   437.38,   270.59
  575.36,   455.61,   227.70
  593.43,   474.09,   185.19
  432.37,   387.56,   451.90
  387.61,   396.51,   434.07
  343.23,   405.22,   416.44
  429.32,   420.83,   472.75
  384.46,   429.77,   455.26
  339.98,   438.47,   437.99
  426.55,   364.09,   416.44
  471.44,   371.63,   433.94
  517.20,   379.04,   451.56
  435.09,   384.15,   383.59
  480.22,   391.78,   400.88
  526.26,   399.29,   418.31
